"StateFIPS","State","Year","Value","Data Comment","Number of CWS",,"Concentration"
"04","Arizona","2006","95%","","19",,"Concentration: (0-<=30)"
"04","Arizona","2006","0%","","0",,"Concentration: (>30)"
"04","Arizona","2006","5%","","1",,"Concentration: (not-detected)"
"04","Arizona","2007","90%","","43",,"Concentration: (0-<=30)"
"04","Arizona","2007","6%","","3",,"Concentration: (>30)"
"04","Arizona","2007","4%","","2",,"Concentration: (not-detected)"
"04","Arizona","2008","86%","","38",,"Concentration: (0-<=30)"
"04","Arizona","2008","7%","","3",,"Concentration: (>30)"
"04","Arizona","2008","7%","","3",,"Concentration: (not-detected)"
"04","Arizona","2009","93%","","37",,"Concentration: (0-<=30)"
"04","Arizona","2009","8%","","3",,"Concentration: (>30)"
"04","Arizona","2009","0%","","0",,"Concentration: (not-detected)"
"04","Arizona","2010","84%","","43",,"Concentration: (0-<=30)"
"04","Arizona","2010","10%","","5",,"Concentration: (>30)"
"04","Arizona","2010","6%","","3",,"Concentration: (not-detected)"
"04","Arizona","2011","78%","","28",,"Concentration: (0-<=30)"
"04","Arizona","2011","14%","","5",,"Concentration: (>30)"
"04","Arizona","2011","8%","","3",,"Concentration: (not-detected)"
"04","Arizona","2012","76%","","16",,"Concentration: (0-<=30)"
"04","Arizona","2012","24%","","5",,"Concentration: (>30)"
"04","Arizona","2012","0%","","0",,"Concentration: (not-detected)"
"04","Arizona","2013","77%","","23",,"Concentration: (0-<=30)"
"04","Arizona","2013","20%","","6",,"Concentration: (>30)"
"04","Arizona","2013","3%","","1",,"Concentration: (not-detected)"
"04","Arizona","2014","77%","","24",,"Concentration: (0-<=30)"
"04","Arizona","2014","19%","","6",,"Concentration: (>30)"
"04","Arizona","2014","3%","","1",,"Concentration: (not-detected)"
"04","Arizona","2015","73%","","29",,"Concentration: (0-<=30)"
"04","Arizona","2015","15%","","6",,"Concentration: (>30)"
"04","Arizona","2015","13%","","5",,"Concentration: (not-detected)"
"04","Arizona","2016","66%","","23",,"Concentration: (0-<=30)"
"04","Arizona","2016","23%","","8",,"Concentration: (>30)"
"04","Arizona","2016","11%","","4",,"Concentration: (not-detected)"
"04","Arizona","2017","84%","","27",,"Concentration: (0-<=30)"
"04","Arizona","2017","16%","","5",,"Concentration: (>30)"
"04","Arizona","2017","0%","","0",,"Concentration: (not-detected)"
"04","Arizona","2018","84%","","31",,"Concentration: (0-<=30)"
"04","Arizona","2018","11%","","4",,"Concentration: (>30)"
"04","Arizona","2018","5%","","2",,"Concentration: (not-detected)"
"04","Arizona","2019","85%","","35",,"Concentration: (0-<=30)"
"04","Arizona","2019","10%","","4",,"Concentration: (>30)"
"04","Arizona","2019","5%","","2",,"Concentration: (not-detected)"
"04","Arizona","2020","89%","","41",,"Concentration: (0-<=30)"
"04","Arizona","2020","4%","","2",,"Concentration: (>30)"
"04","Arizona","2020","7%","","3",,"Concentration: (not-detected)"
"04","Arizona","2021","83%","","35",,"Concentration: (0-<=30)"
"04","Arizona","2021","14%","","6",,"Concentration: (>30)"
"04","Arizona","2021","2%","","1",,"Concentration: (not-detected)"
"04","Arizona","2022","82%","","37",,"Concentration: (0-<=30)"
"04","Arizona","2022","13%","","6",,"Concentration: (>30)"
"04","Arizona","2022","4%","","2",,"Concentration: (not-detected)"
"04","Arizona","2023","78%","","31",,"Concentration: (0-<=30)"
"04","Arizona","2023","13%","","5",,"Concentration: (>30)"
"04","Arizona","2023","10%","","4",,"Concentration: (not-detected)"
"06","California","1999","83%","","597",,"Concentration: (0-<=30)"
"06","California","1999","2%","","13",,"Concentration: (>30)"
"06","California","1999","15%","","106",,"Concentration: (not-detected)"
"06","California","2000","78%","","527",,"Concentration: (0-<=30)"
"06","California","2000","2%","","16",,"Concentration: (>30)"
"06","California","2000","20%","","135",,"Concentration: (not-detected)"
"06","California","2001","78%","","522",,"Concentration: (0-<=30)"
"06","California","2001","3%","","17",,"Concentration: (>30)"
"06","California","2001","19%","","130",,"Concentration: (not-detected)"
"06","California","2002","78%","","683",,"Concentration: (0-<=30)"
"06","California","2002","4%","","31",,"Concentration: (>30)"
"06","California","2002","19%","","167",,"Concentration: (not-detected)"
"06","California","2003","83%","","744",,"Concentration: (0-<=30)"
"06","California","2003","3%","","25",,"Concentration: (>30)"
"06","California","2003","14%","","127",,"Concentration: (not-detected)"
"06","California","2004","77%","","692",,"Concentration: (0-<=30)"
"06","California","2004","4%","","34",,"Concentration: (>30)"
"06","California","2004","19%","","175",,"Concentration: (not-detected)"
"06","California","2005","81%","","799",,"Concentration: (0-<=30)"
"06","California","2005","5%","","45",,"Concentration: (>30)"
"06","California","2005","14%","","140",,"Concentration: (not-detected)"
"06","California","2006","81%","","837",,"Concentration: (0-<=30)"
"06","California","2006","3%","","34",,"Concentration: (>30)"
"06","California","2006","16%","","166",,"Concentration: (not-detected)"
"06","California","2007","77%","","787",,"Concentration: (0-<=30)"
"06","California","2007","5%","","51",,"Concentration: (>30)"
"06","California","2007","18%","","185",,"Concentration: (not-detected)"
"06","California","2008","76%","","598",,"Concentration: (0-<=30)"
"06","California","2008","7%","","55",,"Concentration: (>30)"
"06","California","2008","17%","","131",,"Concentration: (not-detected)"
"06","California","2009","68%","","413",,"Concentration: (0-<=30)"
"06","California","2009","8%","","48",,"Concentration: (>30)"
"06","California","2009","24%","","149",,"Concentration: (not-detected)"
"06","California","2010","68%","","423",,"Concentration: (0-<=30)"
"06","California","2010","9%","","54",,"Concentration: (>30)"
"06","California","2010","24%","","147",,"Concentration: (not-detected)"
"06","California","2011","71%","","521",,"Concentration: (0-<=30)"
"06","California","2011","7%","","54",,"Concentration: (>30)"
"06","California","2011","22%","","163",,"Concentration: (not-detected)"
"06","California","2012","71%","","405",,"Concentration: (0-<=30)"
"06","California","2012","9%","","54",,"Concentration: (>30)"
"06","California","2012","20%","","113",,"Concentration: (not-detected)"
"06","California","2013","67%","","301",,"Concentration: (0-<=30)"
"06","California","2013","12%","","53",,"Concentration: (>30)"
"06","California","2013","21%","","95",,"Concentration: (not-detected)"
"06","California","2014","69%","","330",,"Concentration: (0-<=30)"
"06","California","2014","10%","","50",,"Concentration: (>30)"
"06","California","2014","21%","","98",,"Concentration: (not-detected)"
"06","California","2015","63%","","295",,"Concentration: (0-<=30)"
"06","California","2015","11%","","51",,"Concentration: (>30)"
"06","California","2015","26%","","121",,"Concentration: (not-detected)"
"06","California","2016","68%","","385",,"Concentration: (0-<=30)"
"06","California","2016","9%","","53",,"Concentration: (>30)"
"06","California","2016","23%","","132",,"Concentration: (not-detected)"
"06","California","2017","62%","","308",,"Concentration: (0-<=30)"
"06","California","2017","11%","","54",,"Concentration: (>30)"
"06","California","2017","27%","","135",,"Concentration: (not-detected)"
"06","California","2018","54%","","240",,"Concentration: (0-<=30)"
"06","California","2018","11%","","50",,"Concentration: (>30)"
"06","California","2018","35%","","155",,"Concentration: (not-detected)"
"06","California","2019","59%","","265",,"Concentration: (0-<=30)"
"06","California","2019","11%","","49",,"Concentration: (>30)"
"06","California","2019","30%","","136",,"Concentration: (not-detected)"
"06","California","2020","72%","","180",,"Concentration: (0-<=30)"
"06","California","2020","18%","","44",,"Concentration: (>30)"
"06","California","2020","10%","","25",,"Concentration: (not-detected)"
"06","California","2021","70%","","152",,"Concentration: (0-<=30)"
"06","California","2021","12%","","26",,"Concentration: (>30)"
"06","California","2021","18%","","38",,"Concentration: (not-detected)"
"06","California","2022","67%","","142",,"Concentration: (0-<=30)"
"06","California","2022","10%","","22",,"Concentration: (>30)"
"06","California","2022","23%","","48",,"Concentration: (not-detected)"
"06","California","2023","74%","","359",,"Concentration: (0-<=30)"
"06","California","2023","9%","","43",,"Concentration: (>30)"
"06","California","2023","17%","","83",,"Concentration: (not-detected)"
"08","Colorado","1999","46%","","13",,"Concentration: (0-<=30)"
"08","Colorado","1999","21%","","6",,"Concentration: (>30)"
"08","Colorado","1999","32%","","9",,"Concentration: (not-detected)"
"08","Colorado","2000","16%","","7",,"Concentration: (0-<=30)"
"08","Colorado","2000","9%","","4",,"Concentration: (>30)"
"08","Colorado","2000","75%","","33",,"Concentration: (not-detected)"
"08","Colorado","2001","47%","","32",,"Concentration: (0-<=30)"
"08","Colorado","2001","24%","","16",,"Concentration: (>30)"
"08","Colorado","2001","29%","","20",,"Concentration: (not-detected)"
"08","Colorado","2002","42%","","18",,"Concentration: (0-<=30)"
"08","Colorado","2002","28%","","12",,"Concentration: (>30)"
"08","Colorado","2002","30%","","13",,"Concentration: (not-detected)"
"08","Colorado","2003","34%","","29",,"Concentration: (0-<=30)"
"08","Colorado","2003","3%","","3",,"Concentration: (>30)"
"08","Colorado","2003","63%","","54",,"Concentration: (not-detected)"
"08","Colorado","2004","63%","","55",,"Concentration: (0-<=30)"
"08","Colorado","2004","18%","","16",,"Concentration: (>30)"
"08","Colorado","2004","18%","","16",,"Concentration: (not-detected)"
"08","Colorado","2005","56%","","35",,"Concentration: (0-<=30)"
"08","Colorado","2005","15%","","9",,"Concentration: (>30)"
"08","Colorado","2005","29%","","18",,"Concentration: (not-detected)"
"08","Colorado","2006","55%","","48",,"Concentration: (0-<=30)"
"08","Colorado","2006","18%","","16",,"Concentration: (>30)"
"08","Colorado","2006","27%","","24",,"Concentration: (not-detected)"
"08","Colorado","2007","57%","","74",,"Concentration: (0-<=30)"
"08","Colorado","2007","10%","","13",,"Concentration: (>30)"
"08","Colorado","2007","33%","","42",,"Concentration: (not-detected)"
"08","Colorado","2008","52%","","49",,"Concentration: (0-<=30)"
"08","Colorado","2008","13%","","12",,"Concentration: (>30)"
"08","Colorado","2008","35%","","33",,"Concentration: (not-detected)"
"08","Colorado","2009","70%","","73",,"Concentration: (0-<=30)"
"08","Colorado","2009","8%","","8",,"Concentration: (>30)"
"08","Colorado","2009","22%","","23",,"Concentration: (not-detected)"
"08","Colorado","2010","58%","","40",,"Concentration: (0-<=30)"
"08","Colorado","2010","10%","","7",,"Concentration: (>30)"
"08","Colorado","2010","32%","","22",,"Concentration: (not-detected)"
"08","Colorado","2011","71%","","140",,"Concentration: (0-<=30)"
"08","Colorado","2011","6%","","12",,"Concentration: (>30)"
"08","Colorado","2011","23%","","45",,"Concentration: (not-detected)"
"08","Colorado","2012","58%","","103",,"Concentration: (0-<=30)"
"08","Colorado","2012","3%","","5",,"Concentration: (>30)"
"08","Colorado","2012","39%","","69",,"Concentration: (not-detected)"
"08","Colorado","2013","74%","","128",,"Concentration: (0-<=30)"
"08","Colorado","2013","3%","","5",,"Concentration: (>30)"
"08","Colorado","2013","23%","","40",,"Concentration: (not-detected)"
"08","Colorado","2014","64%","","86",,"Concentration: (0-<=30)"
"08","Colorado","2014","5%","","7",,"Concentration: (>30)"
"08","Colorado","2014","31%","","42",,"Concentration: (not-detected)"
"08","Colorado","2015","66%","","63",,"Concentration: (0-<=30)"
"08","Colorado","2015","7%","","7",,"Concentration: (>30)"
"08","Colorado","2015","26%","","25",,"Concentration: (not-detected)"
"08","Colorado","2016","75%","","93",,"Concentration: (0-<=30)"
"08","Colorado","2016","4%","","5",,"Concentration: (>30)"
"08","Colorado","2016","21%","","26",,"Concentration: (not-detected)"
"08","Colorado","2017","62%","","72",,"Concentration: (0-<=30)"
"08","Colorado","2017","5%","","6",,"Concentration: (>30)"
"08","Colorado","2017","33%","","38",,"Concentration: (not-detected)"
"08","Colorado","2018","63%","","73",,"Concentration: (0-<=30)"
"08","Colorado","2018","3%","","4",,"Concentration: (>30)"
"08","Colorado","2018","34%","","39",,"Concentration: (not-detected)"
"08","Colorado","2019","69%","","233",,"Concentration: (0-<=30)"
"08","Colorado","2019","2%","","8",,"Concentration: (>30)"
"08","Colorado","2019","29%","","97",,"Concentration: (not-detected)"
"08","Colorado","2020","49%","","94",,"Concentration: (0-<=30)"
"08","Colorado","2020","2%","","4",,"Concentration: (>30)"
"08","Colorado","2020","49%","","94",,"Concentration: (not-detected)"
"08","Colorado","2021","58%","","76",,"Concentration: (0-<=30)"
"08","Colorado","2021","2%","","3",,"Concentration: (>30)"
"08","Colorado","2021","40%","","52",,"Concentration: (not-detected)"
"08","Colorado","2022","64%","","101",,"Concentration: (0-<=30)"
