"StateFIPS","State","Year","Value","Data Comment",
"01","Alabama","2014","14.2%","",
"01","Alabama","2015","11.9%","",
"01","Alabama","2016","10.8%","",
"01","Alabama","2017","11.0%","",
"01","Alabama","2018","11.9%","",
"01","Alabama","2019","11.6%","",
"01","Alabama","2020","11.8%","",
"02","Alaska","2014","19.0%","",
"02","Alaska","2015","16.3%","",
"02","Alaska","2016","15.5%","",
"02","Alaska","2017","14.8%","",
"02","Alaska","2018","13.9%","",
"02","Alaska","2019","12.7%","",
"02","Alaska","2020","13.0%","",
"04","Arizona","2014","16.1%","",
"04","Arizona","2015","12.8%","",
"04","Arizona","2016","11.9%","",
"04","Arizona","2017","12.1%","",
"04","Arizona","2018","12.8%","",
"04","Arizona","2019","13.6%","",
"04","Arizona","2020","13.5%","",
"05","Arkansas","2014","13.8%","",
"05","Arkansas","2015","11.1%","",
"05","Arkansas","2016","9.4%","",
"05","Arkansas","2017","9.3%","",
"05","Arkansas","2018","9.6%","",
"05","Arkansas","2019","10.8%","",
"05","Arkansas","2020","10.2%","",
"06","California","2014","14.1%","",
"06","California","2015","9.7%","",
"06","California","2016","8.4%","",
"06","California","2017","8.2%","",
"06","California","2018","8.3%","",
"06","California","2019","8.9%","",
"06","California","2020","8.2%","",
"08","Colorado","2014","11.7%","",
"08","Colorado","2015","9.2%","",
"08","Colorado","2016","8.6%","",
"08","Colorado","2017","8.7%","",
"08","Colorado","2018","8.8%","",
"08","Colorado","2019","9.4%","",
"08","Colorado","2020","9.9%","",
"09","Connecticut","2014","8.0%","",
"09","Connecticut","2015","6.9%","",
"09","Connecticut","2016","5.8%","",
"09","Connecticut","2017","6.3%","",
"09","Connecticut","2018","6.2%","",
"09","Connecticut","2019","7.0%","",
"09","Connecticut","2020","5.4%","",
"10","Delaware","2014","9.3%","",
"10","Delaware","2015","6.9%","",
"10","Delaware","2016","6.7%","",
"10","Delaware","2017","6.1%","",
"10","Delaware","2018","6.8%","",
"10","Delaware","2019","8.0%","",
"10","Delaware","2020","7.5%","",
"11","District of Columbia","2014","5.9%","",
"11","District of Columbia","2015","4.3%","",
"11","District of Columbia","2016","4.1%","",
"11","District of Columbia","2017","4.3%","",
"11","District of Columbia","2018","3.6%","",
"11","District of Columbia","2019","4.0%","",
"11","District of Columbia","2020","3.7%","",
"12","Florida","2014","20.2%","",
"12","Florida","2015","16.3%","",
