"StateFIPS","State","Year","Value","Data Comment","Number of CWS",,"Concentration"
"04","Arizona","2006","41%","","25",,"Concentration: (0-<=5)"
"04","Arizona","2006","2%","","1",,"Concentration: (>5)"
"04","Arizona","2006","57%","","35",,"Concentration: (not-detected)"
"04","Arizona","2007","31%","","31",,"Concentration: (0-<=5)"
"04","Arizona","2007","1%","","1",,"Concentration: (>5)"
"04","Arizona","2007","68%","","68",,"Concentration: (not-detected)"
"04","Arizona","2008","19%","","40",,"Concentration: (0-<=5)"
"04","Arizona","2008","0%","","0",,"Concentration: (>5)"
"04","Arizona","2008","81%","","166",,"Concentration: (not-detected)"
"04","Arizona","2009","20%","","42",,"Concentration: (0-<=5)"
"04","Arizona","2009","0%","","1",,"Concentration: (>5)"
"04","Arizona","2009","79%","","165",,"Concentration: (not-detected)"
"04","Arizona","2010","21%","","63",,"Concentration: (0-<=5)"
"04","Arizona","2010","1%","","2",,"Concentration: (>5)"
"04","Arizona","2010","78%","","232",,"Concentration: (not-detected)"
"04","Arizona","2011","26%","","32",,"Concentration: (0-<=5)"
"04","Arizona","2011","1%","","1",,"Concentration: (>5)"
"04","Arizona","2011","73%","","90",,"Concentration: (not-detected)"
"04","Arizona","2012","34%","","36",,"Concentration: (0-<=5)"
"04","Arizona","2012","1%","","1",,"Concentration: (>5)"
"04","Arizona","2012","65%","","68",,"Concentration: (not-detected)"
"04","Arizona","2013","35%","","51",,"Concentration: (0-<=5)"
"04","Arizona","2013","2%","","3",,"Concentration: (>5)"
"04","Arizona","2013","63%","","92",,"Concentration: (not-detected)"
"04","Arizona","2014","40%","","63",,"Concentration: (0-<=5)"
"04","Arizona","2014","1%","","2",,"Concentration: (>5)"
"04","Arizona","2014","59%","","93",,"Concentration: (not-detected)"
"04","Arizona","2015","46%","","90",,"Concentration: (0-<=5)"
"04","Arizona","2015","2%","","4",,"Concentration: (>5)"
"04","Arizona","2015","52%","","101",,"Concentration: (not-detected)"
"04","Arizona","2016","34%","","80",,"Concentration: (0-<=5)"
"04","Arizona","2016","1%","","3",,"Concentration: (>5)"
"04","Arizona","2016","65%","","155",,"Concentration: (not-detected)"
"04","Arizona","2017","21%","","35",,"Concentration: (0-<=5)"
"04","Arizona","2017","2%","","3",,"Concentration: (>5)"
"04","Arizona","2017","77%","","128",,"Concentration: (not-detected)"
"04","Arizona","2018","23%","","34",,"Concentration: (0-<=5)"
"04","Arizona","2018","1%","","1",,"Concentration: (>5)"
"04","Arizona","2018","76%","","112",,"Concentration: (not-detected)"
"04","Arizona","2019","11%","","28",,"Concentration: (0-<=5)"
"04","Arizona","2019","2%","","4",,"Concentration: (>5)"
"04","Arizona","2019","87%","","222",,"Concentration: (not-detected)"
"04","Arizona","2020","12%","","20",,"Concentration: (0-<=5)"
"04","Arizona","2020","2%","","3",,"Concentration: (>5)"
"04","Arizona","2020","86%","","143",,"Concentration: (not-detected)"
"04","Arizona","2021","16%","","34",,"Concentration: (0-<=5)"
"04","Arizona","2021","1%","","3",,"Concentration: (>5)"
"04","Arizona","2021","82%","","172",,"Concentration: (not-detected)"
"04","Arizona","2022","33%","","82",,"Concentration: (0-<=5)"
"04","Arizona","2022","0%","","1",,"Concentration: (>5)"
"04","Arizona","2022","66%","","164",,"Concentration: (not-detected)"
"04","Arizona","2023","64%","","89",,"Concentration: (0-<=5)"
"04","Arizona","2023","3%","","4",,"Concentration: (>5)"
"04","Arizona","2023","33%","","45",,"Concentration: (not-detected)"
"06","California","1999","59%","","17",,"Concentration: (0-<=5)"
"06","California","1999","3%","","1",,"Concentration: (>5)"
"06","California","1999","38%","","11",,"Concentration: (not-detected)"
"06","California","2000","65%","","30",,"Concentration: (0-<=5)"
"06","California","2000","0%","","0",,"Concentration: (>5)"
"06","California","2000","35%","","16",,"Concentration: (not-detected)"
"06","California","2001","61%","","17",,"Concentration: (0-<=5)"
"06","California","2001","0%","","0",,"Concentration: (>5)"
"06","California","2001","39%","","11",,"Concentration: (not-detected)"
"06","California","2002","58%","","18",,"Concentration: (0-<=5)"
"06","California","2002","6%","","2",,"Concentration: (>5)"
"06","California","2002","35%","","11",,"Concentration: (not-detected)"
