"StateFIPS","State","Year","Value","Data Comment","Number of CWS",,"Concentration"
"04","Arizona","2006","2%","","5",,"Concentration: (0-<=5)"
"04","Arizona","2006","0%","","1",,"Concentration: (>5)"
"04","Arizona","2006","98%","","271",,"Concentration: (not-detected)"
"04","Arizona","2007","2%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2007","0%","","0",,"Concentration: (>5)"
"04","Arizona","2007","98%","","213",,"Concentration: (not-detected)"
"04","Arizona","2008","2%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2008","0%","","0",,"Concentration: (>5)"
"04","Arizona","2008","98%","","214",,"Concentration: (not-detected)"
"04","Arizona","2009","2%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2009","0%","","0",,"Concentration: (>5)"
"04","Arizona","2009","98%","","224",,"Concentration: (not-detected)"
"04","Arizona","2010","1%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2010","0%","","0",,"Concentration: (>5)"
"04","Arizona","2010","99%","","352",,"Concentration: (not-detected)"
"04","Arizona","2011","2%","","5",,"Concentration: (0-<=5)"
"04","Arizona","2011","0%","","0",,"Concentration: (>5)"
"04","Arizona","2011","98%","","251",,"Concentration: (not-detected)"
"04","Arizona","2012","2%","","5",,"Concentration: (0-<=5)"
"04","Arizona","2012","0%","","0",,"Concentration: (>5)"
"04","Arizona","2012","98%","","238",,"Concentration: (not-detected)"
"04","Arizona","2013","2%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2013","0%","","0",,"Concentration: (>5)"
"04","Arizona","2013","98%","","235",,"Concentration: (not-detected)"
"04","Arizona","2014","2%","","5",,"Concentration: (0-<=5)"
"04","Arizona","2014","0%","","0",,"Concentration: (>5)"
"04","Arizona","2014","98%","","218",,"Concentration: (not-detected)"
"04","Arizona","2015","2%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2015","0%","","0",,"Concentration: (>5)"
"04","Arizona","2015","98%","","229",,"Concentration: (not-detected)"
"04","Arizona","2016","1%","","5",,"Concentration: (0-<=5)"
"04","Arizona","2016","0%","","0",,"Concentration: (>5)"
"04","Arizona","2016","99%","","443",,"Concentration: (not-detected)"
"04","Arizona","2017","1%","","4",,"Concentration: (0-<=5)"
"04","Arizona","2017","0%","","0",,"Concentration: (>5)"
"04","Arizona","2017","99%","","323",,"Concentration: (not-detected)"
"04","Arizona","2018","2%","","6",,"Concentration: (0-<=5)"
"04","Arizona","2018","0%","","0",,"Concentration: (>5)"
"04","Arizona","2018","98%","","329",,"Concentration: (not-detected)"
"04","Arizona","2019","1%","","5",,"Concentration: (0-<=5)"
"04","Arizona","2019","1%","","2",,"Concentration: (>5)"
"04","Arizona","2019","98%","","393",,"Concentration: (not-detected)"
"04","Arizona","2020","2%","","6",,"Concentration: (0-<=5)"
"04","Arizona","2020","0%","","0",,"Concentration: (>5)"
"04","Arizona","2020","98%","","341",,"Concentration: (not-detected)"
"04","Arizona","2021","2%","","6",,"Concentration: (0-<=5)"
"04","Arizona","2021","0%","","0",,"Concentration: (>5)"
"04","Arizona","2021","98%","","346",,"Concentration: (not-detected)"
"04","Arizona","2022","1%","","3",,"Concentration: (0-<=5)"
"04","Arizona","2022","0%","","0",,"Concentration: (>5)"
"04","Arizona","2022","99%","","424",,"Concentration: (not-detected)"
"04","Arizona","2023","1%","","3",,"Concentration: (0-<=5)"
"04","Arizona","2023","0%","","0",,"Concentration: (>5)"
"04","Arizona","2023","99%","","372",,"Concentration: (not-detected)"
"06","California","1999","8%","","51",,"Concentration: (0-<=5)"
"06","California","1999","1%","","7",,"Concentration: (>5)"
"06","California","1999","91%","","607",,"Concentration: (not-detected)"
"06","California","2000","8%","","57",,"Concentration: (0-<=5)"
"06","California","2000","0%","","0",,"Concentration: (>5)"
"06","California","2000","92%","","622",,"Concentration: (not-detected)"
"06","California","2001","5%","","46",,"Concentration: (0-<=5)"
"06","California","2001","0%","","4",,"Concentration: (>5)"
"06","California","2001","94%","","794",,"Concentration: (not-detected)"
"06","California","2002","7%","","60",,"Concentration: (0-<=5)"
"06","California","2002","2%","","16",,"Concentration: (>5)"
"06","California","2002","91%","","772",,"Concentration: (not-detected)"
"06","California","2003","5%","","45",,"Concentration: (0-<=5)"
"06","California","2003","0%","","2",,"Concentration: (>5)"
"06","California","2003","94%","","802",,"Concentration: (not-detected)"
"06","California","2004","5%","","46",,"Concentration: (0-<=5)"
"06","California","2004","1%","","5",,"Concentration: (>5)"
"06","California","2004","94%","","789",,"Concentration: (not-detected)"
"06","California","2005","6%","","50",,"Concentration: (0-<=5)"
"06","California","2005","1%","","13",,"Concentration: (>5)"
"06","California","2005","93%","","842",,"Concentration: (not-detected)"
"06","California","2006","5%","","45",,"Concentration: (0-<=5)"
"06","California","2006","2%","","13",,"Concentration: (>5)"
"06","California","2006","93%","","775",,"Concentration: (not-detected)"
"06","California","2007","5%","","43",,"Concentration: (0-<=5)"
"06","California","2007","1%","","11",,"Concentration: (>5)"
"06","California","2007","94%","","808",,"Concentration: (not-detected)"
"06","California","2008","5%","","46",,"Concentration: (0-<=5)"
"06","California","2008","2%","","15",,"Concentration: (>5)"
"06","California","2008","94%","","901",,"Concentration: (not-detected)"
"06","California","2009","6%","","51",,"Concentration: (0-<=5)"
